Location_Code,latitude (degrees_north),longitude (degrees_east),depth (m),SampleID,time (UTC),Temp (degree_C),Air_Temp (degree_C),Salinity,Chl_Volume_Filtered (mL),Chl1 (mg/m3),Chl2 (mg/m3),Avg_Chloro (mg/m3),Phaeo1 (mg/m3),Phaeo2 (mg/m3),Avg_Phaeo (mg/m3),Phosphate (uM),Silicate (uM),Nitrite (uM),Nitrite_Nitrate (uM),Ammonium (uM),Nitrate (uM),DA_Volume_Filtered (mL),pDA (ng/mL),tDA (ng/mL),dDA (ng/mL),Volume_Settled_for_Counting (mL),Akashiwo_sanguinea (cells/L),Alexandrium_spp (cells/L),Dinophysis_spp (cells/L),Lingulodinium_polyedra (cells/L),Prorocentrum_spp (cells/L),Pseudo_nitzschia_delicatissima_group (cells/L),Pseudo_nitzschia_seriata_group (cells/L),Ceratium_spp (cells/L),Cochlodinium_spp (cells/L),Gymnodinium_spp (cells/L),Other_Diatoms (cells/L),Other_Dinoflagellates (cells/L),Total_Phytoplankton (cells/L)
SIO,32.867,-117.257,NaN,20180709,2018-07-09T17:23:00Z,23.0,NaN,NaN,100.0,1.15,1.16,1.15,0.15,0.2,0.18,0.0,1.7,0.0,NaN,0.35,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180716,2018-07-16T17:39:00Z,21.2,NaN,NaN,100.0,2.26,2.26,2.26,0.42,0.48,0.45,0.13,3.3,0.0,NaN,0.58,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180723,2018-07-23T17:19:00Z,23.1,NaN,NaN,100.0,1.19,1.2,1.19,0.17,0.27,0.22,0.11,1.6,0.0,NaN,0.33,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180730,2018-07-30T17:19:00Z,25.3,NaN,NaN,100.0,1.77,1.76,1.77,0.21,0.29,0.25,0.0,0.0,0.0,NaN,0.3,0.22,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180806,2018-08-06T18:16:00Z,25.5,NaN,NaN,100.0,2.54,2.59,2.56,0.69,0.68,0.68,0.0,1.1,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180813,2018-08-13T17:27:00Z,25.1,NaN,NaN,100.0,1.1,1.07,1.08,0.12,0.19,0.15,0.0,1.4,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180820,2018-08-20T17:11:00Z,23.1,NaN,NaN,100.0,1.48,1.46,1.47,0.35,0.33,0.34,0.35,2.2,0.0,NaN,0.0,0.21,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180827,2018-08-27T17:40:00Z,23.7,NaN,NaN,100.0,2.77,2.8,2.78,0.35,0.38,0.36,0.13,1.3,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180904,2018-09-04T17:17:00Z,23.1,NaN,NaN,100.0,6.55,6.85,6.7,0.77,1.16,0.96,0.0,0.0,0.0,NaN,0.41,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180910,2018-09-10T17:42:00Z,21.3,NaN,NaN,100.0,1.65,1.61,1.63,0.35,0.36,0.35,0.23,1.6,0.0,NaN,0.46,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180917,2018-09-17T17:13:00Z,21.9,NaN,NaN,100.0,1.61,1.64,1.62,0.41,0.35,0.38,0.14,1.9,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20180924,2018-09-24T17:07:00Z,21.3,NaN,NaN,100.0,1.7,1.64,1.67,0.26,0.26,0.26,0.11,2.1,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181001,2018-10-01T17:13:00Z,20.3,NaN,NaN,100.0,1.2,1.17,1.19,0.2,0.2,0.2,0.0,2.5,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181008,2018-10-08T17:10:00Z,18.7,NaN,NaN,100.0,0.17,0.97,0.57,0.0,0.06,0.0,0.18,2.8,0.0,NaN,0.27,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181015,2018-10-15T17:09:00Z,18.1,NaN,NaN,100.0,1.43,1.44,1.44,0.18,0.19,0.18,0.23,2.8,0.0,NaN,0.53,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181022,2018-10-22T17:00:00Z,18.8,NaN,NaN,100.0,0.79,0.8,0.8,0.0,0.0,0.0,0.17,2.6,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181029,2018-10-29T17:25:00Z,19.0,NaN,NaN,100.0,1.02,1.05,1.04,0.05,0.05,0.05,0.12,2.4,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181105,2018-11-05T18:22:00Z,19.0,NaN,NaN,100.0,0.46,0.44,0.45,0.17,0.18,0.17,0.12,2.1,0.0,NaN,0.25,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181113,2018-11-13T18:18:00Z,17.5,NaN,NaN,100.0,0.73,0.71,0.72,0.37,0.43,0.4,0.24,2.7,0.0,NaN,0.21,0.24,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181119,2018-11-19T18:13:00Z,18.2,NaN,NaN,100.0,0.6,0.59,0.6,0.0,0.0,0.0,0.2,2.2,0.0,NaN,0.34,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181126,2018-11-26T17:51:00Z,17.9,NaN,NaN,100.0,0.92,1.08,1.0,0.2,0.28,0.24,0.19,2.4,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181203,2018-12-03T18:24:00Z,17.1,NaN,NaN,100.0,1.02,0.99,1.0,0.22,0.17,0.19,0.25,2.9,0.0,NaN,0.4,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181210,2018-12-10T18:13:00Z,16.9,NaN,NaN,100.0,0.64,0.62,0.63,0.09,0.07,0.08,0.4,1.7,0.0,NaN,0.65,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181217,2018-12-17T18:26:00Z,16.8,NaN,NaN,100.0,1.13,1.1,1.11,0.51,0.48,0.49,0.4,1.8,0.0,NaN,0.59,0.0,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181223,2018-12-23T18:21:00Z,16.7,NaN,NaN,100.0,0.96,0.95,0.95,0.31,0.38,0.34,0.44,2.1,0.0,NaN,0.78,0.29,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20181231,2018-12-31T18:16:00Z,15.7,NaN,NaN,100.0,2.03,2.09,2.06,0.63,0.57,0.6,0.45,3.5,0.0,NaN,0.45,0.2,200.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SIO,32.867,-117.257,NaN,20190107,2019-01-07T18:08:00Z,15.3,NaN,NaN,100.0,0.71,0.69,0.7,0.46,0.48,0.47,0.48,2.5,0.0,NaN,0.42,0.21,200.0,0.0,NaN,NaN,NaN,0.0,0.0,89.0,446.0,535.0,980.0,0.0,1247.0,0.0,0.0,8733.0,8822.0,20852.0
SIO,32.867,-117.257,NaN,20190114,2019-01-14T18:09:00Z,15.6,NaN,NaN,100.0,0.65,0.68,0.67,0.19,0.2,0.19,0.5,1.9,0.0,NaN,0.34,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,89.0,178.0,267.0,0.0,0.0,980.0,0.0,0.0,10515.0,11318.0,23347.0
SIO,32.867,-117.257,NaN,20190122,2019-01-22T18:05:00Z,15.5,NaN,NaN,100.0,1.42,1.41,1.41,0.67,0.65,0.66,0.47,2.9,0.0,NaN,0.37,0.37,200.0,0.0,NaN,NaN,NaN,0.0,0.0,272.0,680.0,544.0,3399.0,1087.0,1495.0,0.0,136.0,16447.0,14408.0,38468.0
SIO,32.867,-117.257,NaN,20190128,2019-01-28T18:03:00Z,15.3,NaN,NaN,100.0,1.47,1.49,1.48,0.6,0.6,0.6,0.44,3.1,0.0,NaN,0.63,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,1087.0,3806.0,3398.0,5029.0,1223.0,0.0,0.0,24197.0,21750.0,60490.0
SIO,32.867,-117.257,NaN,20190204,2019-02-04T18:08:00Z,15.6,NaN,NaN,100.0,0.95,0.99,0.97,0.2,0.24,0.22,0.48,2.3,0.0,NaN,0.41,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,626.0,1877.0,1252.0,4381.0,0.0,3755.0,2503.0,0.0,53193.0,42554.0,110141.0
SIO,32.867,-117.257,NaN,20190211,2019-02-11T17:51:00Z,14.8,NaN,NaN,100.0,1.57,1.54,1.56,0.47,0.57,0.52,0.49,2.2,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,4381.0,626.0,8762.0,0.0,1878.0,0.0,0.0,108263.0,143933.0,267843.0
SIO,32.867,-117.257,NaN,20190219,2019-02-19T18:30:00Z,14.5,NaN,NaN,100.0,0.74,0.74,0.74,0.39,0.42,0.4,0.58,5.4,0.0,NaN,1.31,1.59,200.0,0.0,NaN,NaN,NaN,0.0,0.0,272.0,680.0,816.0,1223.0,0.0,544.0,0.0,0.0,17536.0,22020.0,43091.0
SIO,32.867,-117.257,NaN,20190225,2019-02-25T17:57:00Z,14.0,NaN,NaN,100.0,2.03,1.91,1.97,0.52,0.63,0.57,0.54,3.2,0.0,NaN,0.74,1.19,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,5007.0,8761.0,5006.0,0.0,0.0,0.0,389249.0,20025.0,428048.0
SIO,32.867,-117.257,NaN,20190304,2019-03-04T17:56:00Z,14.6,NaN,NaN,100.0,1.5,1.49,1.49,0.7,0.82,0.76,0.54,0.0,0.0,NaN,0.88,0.24,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,5632.0,2504.0,31290.0,10638.0,626.0,0.0,0.0,299760.0,48812.0,399262.0
SIO,32.867,-117.257,NaN,20190311,2019-03-11T17:01:00Z,14.6,NaN,NaN,100.0,2.23,2.28,2.26,0.84,0.82,0.83,0.48,1.2,0.0,NaN,2.21,0.49,200.0,0.0,NaN,NaN,NaN,272.0,0.0,1496.0,1359.0,3943.0,2582.0,0.0,1632.0,3262.0,0.0,8972.0,37923.0,61441.0
SIO,32.867,-117.257,NaN,20190318,2019-03-18T17:09:00Z,15.7,NaN,NaN,100.0,1.32,1.46,1.39,0.6,0.49,0.55,0.47,2.3,0.0,NaN,0.8,0.41,200.0,0.0,NaN,NaN,NaN,544.0,0.0,952.0,1359.0,4758.0,0.0,0.0,952.0,544.0,0.0,19030.0,27185.0,55324.0
SIO,32.867,-117.257,NaN,20190325,2019-03-25T17:05:00Z,15.8,NaN,NaN,100.0,1.56,1.52,1.54,1.01,0.91,0.96,0.44,2.1,0.0,NaN,0.93,0.59,200.0,0.06,NaN,NaN,NaN,0.0,0.0,2504.0,2503.0,3755.0,15020.0,28787.0,3129.0,1877.0,0.0,138927.0,71967.0,268469.0
SIO,32.867,-117.257,NaN,20190401,2019-04-01T17:35:00Z,16.0,NaN,NaN,100.0,2.41,2.2,2.3,1.24,1.24,1.24,0.34,3.8,0.0,NaN,0.39,0.44,200.0,0.0,NaN,NaN,NaN,4078.0,1359.0,1088.0,408.0,4350.0,1088.0,2855.0,5030.0,3534.0,0.0,63479.0,29360.0,116629.0
SIO,32.867,-117.257,NaN,20190408,2019-04-08T17:44:00Z,16.1,NaN,NaN,100.0,2.09,1.93,2.01,0.79,0.91,0.85,0.48,3.5,0.0,NaN,1.02,0.88,200.0,0.13,NaN,NaN,NaN,4381.0,0.0,1252.0,0.0,35045.0,63206.0,33793.0,1878.0,8761.0,0.0,72593.0,55695.0,276604.0
SIO,32.867,-117.257,NaN,20190415,2019-04-15T18:03:00Z,16.0,NaN,NaN,100.0,2.74,2.65,2.7,0.64,0.66,0.65,0.38,5.1,0.0,NaN,0.62,0.39,200.0,0.0,NaN,NaN,NaN,4622.0,272.0,1632.0,4486.0,29090.0,3262.0,816.0,2855.0,5981.0,0.0,23108.0,27863.0,103987.0
SIO,32.867,-117.257,NaN,20190422,2019-04-22T18:19:00Z,17.0,NaN,NaN,100.0,0.46,0.44,0.45,0.07,0.07,0.07,0.28,3.7,0.0,NaN,0.41,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,408.0,952.0,3262.0,816.0,0.0,0.0,0.0,29769.0,19302.0,54509.0
SIO,32.867,-117.257,NaN,20190429,2019-04-29T18:02:00Z,17.8,NaN,NaN,100.0,1.48,1.38,1.43,0.52,0.5,0.51,0.29,3.4,0.0,NaN,0.43,0.0,200.0,0.0,NaN,NaN,NaN,544.0,0.0,136.0,1223.0,8700.0,4214.0,544.0,816.0,0.0,0.0,16991.0,45944.0,79112.0
SIO,32.867,-117.257,NaN,20190506,2019-05-06T17:52:00Z,18.4,NaN,NaN,100.0,0.9,0.92,0.91,0.27,0.35,0.31,0.24,3.7,0.0,NaN,1.14,0.0,200.0,0.0,NaN,NaN,NaN,408.0,0.0,0.0,408.0,5709.0,10330.0,1223.0,0.0,0.0,0.0,5574.0,27050.0,50702.0
SIO,32.867,-117.257,NaN,20190513,2019-05-13T17:57:00Z,18.3,NaN,NaN,100.0,2.12,2.31,2.21,0.51,0.39,0.45,0.28,4.9,0.0,NaN,0.97,0.12,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,6258.0,16896.0,11890.0,0.0,4381.0,3755.0,0.0,46310.0,53819.0,143309.0
SIO,32.867,-117.257,NaN,20190520,2019-05-20T18:00:00Z,17.6,NaN,NaN,100.0,8.8,8.28,8.54,1.15,1.61,1.38,0.3,6.2,0.0,NaN,0.5,0.23,200.0,0.0,NaN,NaN,NaN,2503.0,0.0,1252.0,60703.0,120780.0,19400.0,0.0,8136.0,1252.0,0.0,56948.0,93869.0,364843.0
SIO,32.867,-117.257,NaN,20190528,2019-05-28T17:27:00Z,17.2,NaN,NaN,100.0,5.82,5.83,5.82,0.56,0.64,0.6,0.27,6.6,0.0,NaN,0.42,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,1252.0,47561.0,53193.0,88863.0,24407.0,1252.0,3755.0,0.0,143309.0,76973.0,440565.0
SIO,32.867,-117.257,NaN,20190603,2019-06-03T17:44:00Z,18.0,NaN,NaN,100.0,54.68,56.69,55.68,0.0,0.0,0.0,0.17,6.3,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,11890.0,0.0,2504.0,647705.0,267843.0,56948.0,38174.0,13142.0,13768.0,0.0,66335.0,241558.0,1359867.0
SIO,32.867,-117.257,NaN,20190610,2019-06-10T17:42:00Z,19.2,NaN,NaN,100.0,6.27,6.28,6.28,1.11,0.8,0.95,0.21,4.0,0.0,NaN,0.6,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,626.0,55696.0,53819.0,27535.0,0.0,0.0,1252.0,0.0,86361.0,78225.0,303514.0
SIO,32.867,-117.257,NaN,20190617,2019-06-17T17:15:00Z,19.4,NaN,NaN,100.0,17.31,16.05,16.68,2.2,4.56,3.38,0.16,4.2,0.0,NaN,0.69,0.0,200.0,0.0,NaN,NaN,NaN,7510.0,0.0,3129.0,236553.0,88863.0,14393.0,0.0,5633.0,2503.0,0.0,87613.0,184612.0,630809.0
SIO,32.867,-117.257,NaN,20190624,2019-06-24T17:19:00Z,19.8,NaN,NaN,100.0,4.34,4.24,4.29,1.18,1.31,1.25,0.3,3.5,0.0,NaN,1.45,0.0,200.0,0.0,NaN,NaN,NaN,0.0,2503.0,1877.0,25658.0,29412.0,5006.0,0.0,2503.0,1252.0,0.0,80729.0,130794.0,279734.0
SIO,32.867,-117.257,NaN,20190701,2019-07-01T17:19:00Z,17.8,NaN,NaN,100.0,1.89,1.84,1.86,0.45,0.54,0.5,0.28,4.1,0.0,NaN,1.02,0.46,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,5006.0,5007.0,31290.0,10012.0,626.0,1252.0,0.0,153322.0,54444.0,260959.0
SIO,32.867,-117.257,NaN,20190708,2019-07-08T17:25:00Z,19.3,NaN,NaN,100.0,0.94,0.94,0.94,0.41,0.44,0.43,0.21,3.7,0.0,NaN,1.85,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,3755.0,2504.0,46309.0,8762.0,626.0,0.0,0.0,146437.0,55695.0,264088.0
SIO,32.867,-117.257,NaN,20190715,2019-07-15T17:17:00Z,21.3,NaN,NaN,100.0,3.21,3.3,3.26,1.03,1.1,1.07,0.0,1.8,0.0,NaN,0.23,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,1252.0,24406.0,11890.0,46935.0,1252.0,626.0,0.0,0.0,103883.0,105760.0,296004.0
SIO,32.867,-117.257,NaN,20190722,2019-07-22T17:19:00Z,22.2,NaN,NaN,100.0,1.73,1.74,1.74,0.65,0.75,0.7,0.14,1.1,0.0,NaN,1.3,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,2462.0,6974.0,31590.0,1641.0,1231.0,0.0,0.0,79178.0,57845.0,180921.0
SIO,32.867,-117.257,NaN,20190729,2019-07-29T17:15:00Z,22.8,NaN,NaN,100.0,1.87,1.97,1.92,0.68,0.74,0.71,0.14,2.0,0.0,NaN,0.73,0.22,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,2872.0,1641.0,20512.0,1641.0,1641.0,0.0,0.0,66461.0,52102.0,146870.0
SIO,32.867,-117.257,NaN,20190805,2019-08-05T17:14:00Z,21.5,NaN,NaN,100.0,1.82,1.86,1.84,0.92,1.02,0.97,0.11,2.3,0.0,NaN,0.58,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,272.0,3806.0,3942.0,14273.0,272.0,136.0,0.0,0.0,87540.0,32352.0,142593.0
SIO,32.867,-117.257,NaN,20190812,2019-08-12T17:11:00Z,21.4,NaN,NaN,100.0,5.99,6.52,6.26,1.6,1.79,1.69,0.0,2.1,0.0,NaN,0.21,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,626.0,32542.0,55071.0,50064.0,1252.0,626.0,0.0,0.0,165837.0,71340.0,377358.0
SIO,32.867,-117.257,NaN,20190819,2019-08-19T17:15:00Z,21.5,NaN,NaN,100.0,2.67,2.71,2.69,0.71,0.7,0.71,0.0,1.6,0.0,NaN,0.45,0.0,200.0,0.0,NaN,NaN,NaN,626.0,0.0,626.0,6884.0,1877.0,66335.0,5006.0,0.0,0.0,0.0,445571.0,51941.0,578866.0
SIO,32.867,-117.257,NaN,20190826,2019-08-26T17:52:00Z,19.9,NaN,NaN,100.0,6.7,6.9,6.8,1.63,1.35,1.49,0.19,2.2,0.0,NaN,0.54,0.0,200.0,0.0,NaN,NaN,NaN,3129.0,0.0,1252.0,1252.0,21904.0,36922.0,3755.0,6883.0,6258.0,0.0,456835.0,249694.0,787884.0
SIO,32.867,-117.257,NaN,20190903,2019-09-03T17:08:00Z,25.2,NaN,NaN,100.0,4.21,4.62,4.42,1.53,1.55,1.54,0.0,0.0,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,272.0,1087.0,12643.0,1088.0,1088.0,816.0,0.0,0.0,145446.0,48254.0,210694.0
SIO,32.867,-117.257,NaN,20190909,2019-09-09T17:15:00Z,24.2,NaN,NaN,100.0,2.15,2.01,2.08,0.54,0.82,0.68,0.0,1.0,0.0,NaN,0.21,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,272.0,0.0,8020.0,2719.0,0.0,680.0,0.0,0.0,70140.0,35342.0,117173.0
SIO,32.867,-117.257,NaN,20190916,2019-09-16T17:22:00Z,23.6,NaN,NaN,100.0,1.77,1.79,1.78,0.63,0.7,0.67,0.0,1.4,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,272.0,0.0,8156.0,11554.0,272.0,408.0,0.0,0.0,61713.0,26098.0,108473.0
SIO,32.867,-117.257,NaN,20190923,2019-09-23T17:22:00Z,20.9,NaN,NaN,100.0,2.2,2.14,2.17,0.74,0.72,0.73,0.0,2.3,0.0,NaN,0.78,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,544.0,272.0,11690.0,6524.0,544.0,544.0,272.0,0.0,89851.0,44177.0,154418.0
SIO,32.867,-117.257,NaN,20190930,2019-09-30T17:34:00Z,21.0,NaN,NaN,100.0,2.4,2.31,2.36,1.01,0.99,1.0,0.0,1.8,0.0,NaN,0.21,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,2504.0,0.0,12517.0,25032.0,1252.0,1252.0,0.0,0.0,128915.0,73842.0,245314.0
SIO,32.867,-117.257,NaN,20191007,2019-10-07T18:30:00Z,19.3,NaN,NaN,100.0,2.2,2.14,2.17,0.93,0.87,0.9,0.17,2.8,0.0,NaN,0.34,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,626.0,33167.0,85109.0,4381.0,5007.0,1252.0,0.0,164586.0,75096.0,369224.0
SIO,32.867,-117.257,NaN,20191014,2019-10-14T18:16:00Z,18.9,NaN,NaN,100.0,1.29,1.42,1.36,0.43,0.47,0.45,0.0,3.1,0.0,NaN,0.57,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,17523.0,63832.0,3755.0,626.0,0.0,0.0,162082.0,52567.0,300385.0
SIO,32.867,-117.257,NaN,20191021,2019-10-21T18:26:00Z,17.9,NaN,NaN,100.0,0.19,0.12,0.16,3.11,3.17,3.14,0.17,4.2,0.0,NaN,0.75,0.59,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,626.0,28161.0,58825.0,3755.0,3129.0,5006.0,0.0,257205.0,70090.0,426797.0
SIO,32.867,-117.257,NaN,20191028,2019-10-28T18:35:00Z,19.7,NaN,NaN,100.0,0.97,1.0,0.98,0.38,0.43,0.41,0.0,1.9,0.0,NaN,0.0,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,626.0,0.0,3129.0,25658.0,0.0,626.0,0.0,0.0,193373.0,33167.0,256579.0
SIO,32.867,-117.257,NaN,20191104,2019-11-04T19:26:00Z,18.7,NaN,NaN,100.0,0.84,0.84,0.84,0.34,0.33,0.33,0.12,2.4,0.0,NaN,0.98,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,136.0,1767.0,3671.0,6525.0,680.0,952.0,272.0,0.0,29904.0,16174.0,60081.0
SIO,32.867,-117.257,NaN,20191112,2019-11-12T18:40:00Z,18.4,NaN,NaN,100.0,0.95,0.94,0.94,0.49,0.5,0.49,0.13,2.1,0.0,NaN,1.13,0.38,200.0,0.0,NaN,NaN,NaN,0.0,0.0,136.0,272.0,4349.0,2855.0,272.0,136.0,0.0,0.0,19981.0,13050.0,41051.0
SIO,32.867,-117.257,NaN,20191118,2019-11-18T19:13:00Z,16.9,NaN,NaN,100.0,1.26,1.3,1.28,0.58,0.66,0.62,0.2,3.9,0.0,NaN,0.87,0.45,200.0,0.0,NaN,NaN,NaN,0.0,0.0,136.0,272.0,3806.0,7476.0,1903.0,680.0,2311.0,0.0,32080.0,16991.0,65655.0
SIO,32.867,-117.257,NaN,20191125,2019-11-25T18:15:00Z,16.9,NaN,NaN,100.0,1.4,1.46,1.43,0.73,0.74,0.74,0.21,3.0,0.0,NaN,0.78,0.77,200.0,0.0,NaN,NaN,NaN,0.0,0.0,626.0,1877.0,5007.0,45683.0,4381.0,2504.0,1252.0,0.0,143935.0,49437.0,254702.0
SIO,32.867,-117.257,NaN,20191202,2019-12-02T19:30:00Z,16.5,NaN,NaN,100.0,2.41,2.42,2.42,0.81,0.81,0.81,0.16,3.2,0.0,NaN,0.37,0.21,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,3129.0,10013.0,37548.0,5632.0,5007.0,5006.0,0.0,182109.0,86986.0,335430.0
SIO,32.867,-117.257,NaN,20191209,2019-12-09T18:35:00Z,16.8,NaN,NaN,100.0,1.28,1.28,1.28,0.62,0.67,0.64,0.15,2.6,0.0,NaN,0.42,0.0,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,410.0,3282.0,9026.0,0.0,2052.0,0.0,0.0,72614.0,30768.0,118152.0
SIO,32.867,-117.257,NaN,20191216,2019-12-16T18:17:00Z,16.1,NaN,NaN,100.0,2.66,2.11,2.39,0.94,0.86,0.9,0.15,3.8,0.0,NaN,0.35,0.49,200.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,2503.0,21278.0,15645.0,1252.0,3129.0,0.0,0.0,76973.0,45683.0,166463.0
